,coords,geometry,net,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service,plz
12,"[[10.884154400000005, 49.14551919667254], [10.884233019492786, 49.1454330483968]]","LINESTRING (10.884154400000005 49.14551919667254, 10.884233019492786 49.1454330483968)",3,Line to 714,NYY 4x16 SE,56,92,0.011164208183428,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
13,"[[10.884008466585657, 49.145480503482005], [10.884210099986944, 49.14515304337697]]","LINESTRING (10.884008466585657 49.145480503482005, 10.884210099986944 49.14515304337697)",3,Line to 718,NYY 4x16 SE,58,93,0.039266781407923,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
14,"[[10.886504112245053, 49.14691020493437], [10.886068150004244, 49.1470615900459]]","LINESTRING (10.886504112245053 49.14691020493437, 10.886068150004244 49.1470615900459)",3,Line to 1190,NYY 4x16 SE,5,94,0.035988943169946,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
15,"[[10.886499882385131, 49.14690495612421], [10.88593864996188, 49.14709984001686]]","LINESTRING (10.886499882385131 49.14690495612421, 10.88593864996188 49.14709984001686)",3,Line to 1256,NYY 4x16 SE,6,96,0.046330034232241,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
16,"[[10.884642247144992, 49.14574021578837], [10.88479116938339, 49.145587159374074]]","LINESTRING (10.884642247144992 49.14574021578837, 10.88479116938339 49.145587159374074)",3,Line to 1565,NYY 4x16 SE,45,97,0.020189776629916,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
17,"[[10.884931967817753, 49.145861628463436], [10.884845535379995, 49.14595046033076]]","LINESTRING (10.884931967817753 49.145861628463436, 10.884845535379995 49.14595046033076)",3,Line to 1740,NYY 4x16 SE,37,102,0.011717856119428,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
18,"[[10.884827005312342, 49.14581764218858], [10.88511465072999, 49.14552200937189]]","LINESTRING (10.884827005312342 49.14581764218858, 10.88511465072999 49.14552200937189)",3,Line to 1993,NYY 4x16 SE,42,112,0.038997042076016,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
19,"[[10.884862642826532, 49.14583257669862], [10.885039783101975, 49.14565051792709]]","LINESTRING (10.884862642826532 49.14583257669862, 10.885039783101975 49.14565051792709)",3,Line to 1995,NYY 4x16 SE,40,113,0.024015449415017,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
20,"[[10.88484560814648, 49.14582543802707], [10.884935430559025, 49.145733121832315]]","LINESTRING (10.88484560814648 49.14582543802707, 10.884935430559025 49.145733121832315)",3,Line to 1997,NYY 4x16 SE,41,114,0.012177474775113,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
21,"[[10.884154400000005, 49.14551919667254], [10.884008466585657, 49.145480503482005]]","LINESTRING (10.884154400000005 49.14551919667254, 10.884008466585657 49.145480503482005)",3,Line to 719,NYY 4x70 SE,56,58,0.01148662692248,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
22,"[[10.884222997103134, 49.1455503419093], [10.884154400000005, 49.14551919667254]]","LINESTRING (10.884222997103134 49.1455503419093, 10.884154400000005 49.14551919667254)",3,Line to 715,NYY 4x70 SE,54,56,0.006087650345961,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
23,"[[10.884408870785183, 49.14563473397978], [10.884222997103134, 49.1455503419093]]","LINESTRING (10.884408870785183 49.14563473397978, 10.884222997103134 49.1455503419093)",3,Line to 697,NYY 4x70 SE,52,54,0.016495171019922,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
24,"[[10.884449087999267, 49.14565299368819], [10.884408870785183, 49.14563473397978]]","LINESTRING (10.884449087999267 49.14565299368819, 10.884408870785183 49.14563473397978)",3,Line to 713,NYY 4x70 SE,49,52,0.003569028321172,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
25,"[[10.884495130858427, 49.145673898363256], [10.884449087999267, 49.14565299368819]]","LINESTRING (10.884495130858427 49.145673898363256, 10.884449087999267 49.14565299368819)",3,Line to 707,NYY 4x70 SE,47,49,0.004086014927127,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
26,"[[10.884529729408845, 49.145689606995326], [10.884495130858427, 49.145673898363256]]","LINESTRING (10.884529729408845 49.145689606995326, 10.884495130858427 49.145673898363256)",3,Line to 701,NYY 4x70 SE,46,47,0.003070402023039,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
27,"[[10.884642247144992, 49.14574021578837], [10.884529729408845, 49.145689606995326]]","LINESTRING (10.884642247144992 49.14574021578837, 10.884529729408845 49.145689606995326)",3,Line to 699,NYY 4x70 SE,45,46,0.009955848574894,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
28,"[[10.884827005312342, 49.14581764218858], [10.884642247144992, 49.14574021578837]]","LINESTRING (10.884827005312342 49.14581764218858, 10.884642247144992 49.14574021578837)",3,Line to 1566,NYY 4x70 SE,42,45,0.015998384696324,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
29,"[[10.88484560814648, 49.14582543802707], [10.884827005312342, 49.14581764218858]]","LINESTRING (10.88484560814648 49.14582543802707, 10.884827005312342 49.14581764218858)",3,Line to 1994,NYY 4x70 SE,41,42,0.001610834227187,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
30,"[[10.884862642826532, 49.14583257669862], [10.88484560814648, 49.14582543802707]]","LINESTRING (10.884862642826532 49.14583257669862, 10.88484560814648 49.14582543802707)",3,Line to 1998,NYY 4x70 SE,40,41,0.001475046066228,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
31,"[[10.884888046145564, 49.14584322238155], [10.884862642826532, 49.14583257669862]]","LINESTRING (10.884888046145564 49.14584322238155, 10.884862642826532 49.14583257669862)",3,Line to 1996,NYY 4x70 SE,39,40,0.002199692163652,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
32,"[[10.884931967817753, 49.145861628463436], [10.884888046145564, 49.14584322238155]]","LINESTRING (10.884931967817753 49.145861628463436, 10.884888046145564 49.14584322238155)",3,Line to 686,NYY 4x70 SE,37,39,0.003803207791875,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
33,"[[10.885049448349825, 49.14591086041327], [10.884931967817753, 49.145861628463436]]","LINESTRING (10.885049448349825 49.14591086041327, 10.884931967817753 49.145861628463436)",3,Line to 1741,NYY 4x70 SE,35,37,0.010172706009718,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
34,"[[10.885395412697912, 49.146182994300425], [10.885371900000003, 49.14616589667275], [10.885132099999995, 49.145945496672674], [10.885049448349825, 49.14591086041327]]","LINESTRING (10.885395412697912 49.146182994300425, 10.885371900000003 49.14616589667275, 10.885132099999995 49.145945496672674, 10.885049448349825 49.14591086041327)",3,Line to 711,NYY 4x70 SE,27,35,0.039836615847071,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
35,"[[10.885852646479918, 49.146477924377], [10.885395412697912, 49.146182994300425]]","LINESTRING (10.885852646479918 49.146477924377, 10.885395412697912 49.146182994300425)",3,Line to 678,NYY 4x70 SE,17,27,0.047386868857675,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
36,"[[10.886133067374168, 49.146574283833424], [10.885852646479918, 49.146477924377]]","LINESTRING (10.886133067374168 49.146574283833424, 10.885852646479918 49.146477924377)",3,Line to 670,NYY 4x70 SE,13,17,0.023429638148988,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
37,"[[10.886436526614268, 49.14682633813772], [10.886133067374168, 49.146574283833424]]","LINESTRING (10.886436526614268 49.14682633813772, 10.886133067374168 49.146574283833424)",3,Line to 676,NYY 4x70 SE,8,13,0.036361825129455,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
38,"[[10.886499882385131, 49.14690495612421], [10.886436526614268, 49.14682633813772]]","LINESTRING (10.886499882385131 49.14690495612421, 10.886436526614268 49.14682633813772)",3,Line to 664,NYY 4x70 SE,6,8,0.009889435387973,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
39,"[[10.886504112245053, 49.14691020493437], [10.886499882385131, 49.14690495612421]]","LINESTRING (10.886504112245053 49.14691020493437, 10.886499882385131 49.14690495612421)",3,Line to 1257,NYY 4x70 SE,5,6,0.000660253265389,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
40,"[[10.886519052756364, 49.146928744523116], [10.886504112245053, 49.14691020493437]]","LINESTRING (10.886519052756364 49.146928744523116, 10.886504112245053 49.14691020493437)",3,Line to 1191,NYY 4x70 SE,4,5,0.002332114247917,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
41,"[[10.886550623666635, 49.14696792061861], [10.886519052756364, 49.146928744523116]]","LINESTRING (10.886550623666635 49.14696792061861, 10.886519052756364 49.146928744523116)",3,Line to 674,NYY 4x70 SE,3,4,0.004928002879289,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
42,"[[10.886826282999243, 49.14687219828299], [10.886550623666635, 49.14696792061861]]","LINESTRING (10.886826282999243 49.14687219828299, 10.886550623666635 49.14696792061861)",3,Line to 2245,NYY 4x70 SE,2,3,0.02275593713075,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
43,"[[10.886826282999243, 49.14687219828299], [10.886826282999243, 49.14687219828299]]","LINESTRING (10.886826282999243 49.14687219828299, 10.886826282999243 49.14687219828299)",3,Line to 2244,NYY 4x70 SE,0,2,0.0,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
44,"[[10.885956860888106, 49.145886171502816], [10.885948750000018, 49.1457683933615]]","LINESTRING (10.885956860888106 49.145886171502816, 10.885948750000018 49.1457683933615)",3,Line to 694,NYY 4x16 SE,50,84,0.012541375102679,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
45,"[[10.886336096256926, 49.14586944676522], [10.886281824252718, 49.14574448939833]]","LINESTRING (10.886336096256926 49.14586944676522, 10.886281824252718 49.14574448939833)",3,Line to 708,NYY 4x16 SE,57,89,0.013814431617327,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
46,"[[10.88614453571585, 49.145883914367985], [10.886143107807094, 49.14600839372278]]","LINESTRING (10.88614453571585 49.145883914367985, 10.886143107807094 49.14600839372278)",3,Line to 1983,NYY 4x16 SE,53,107,0.014398617449626,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
47,"[[10.885926921676697, 49.1458865315478], [10.885926870443118, 49.14606094047013]]","LINESTRING (10.885926921676697 49.1458865315478, 10.885926870443118 49.14606094047013)",3,Line to 1985,NYY 4x16 SE,48,108,0.019950982280929,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
48,"[[10.8862690448658, 49.14588132002244], [10.886314108600516, 49.14599820470233]]","LINESTRING (10.8862690448658 49.14588132002244, 10.886314108600516 49.14599820470233)",3,Line to 1987,NYY 4x16 SE,55,109,0.014036383069492,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
49,"[[10.8862690448658, 49.14588132002244], [10.886336096256926, 49.14586944676522]]","LINESTRING (10.8862690448658 49.14588132002244, 10.886336096256926 49.14586944676522)",3,Line to 709,NYY 4x35 SE,55,57,0.005067802062202,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
50,"[[10.88614453571585, 49.145883914367985], [10.8862690448658, 49.14588132002244]]","LINESTRING (10.88614453571585 49.145883914367985, 10.8862690448658 49.14588132002244)",3,Line to 1988,NYY 4x35 SE,53,55,0.009104869567469,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
51,"[[10.885956860888106, 49.145886171502816], [10.88614453571585, 49.145883914367985]]","LINESTRING (10.885956860888106 49.145886171502816, 10.88614453571585 49.145883914367985)",3,Line to 1984,NYY 4x35 SE,50,53,0.013697956228564,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
52,"[[10.885926921676697, 49.1458865315478], [10.885956860888106, 49.145886171502816]]","LINESTRING (10.885926921676697 49.1458865315478, 10.885956860888106 49.145886171502816)",3,Line to 695,NYY 4x35 SE,48,50,0.002185194422538,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
53,"[[10.886831282999243, 49.14687219828299], [10.886831282999243, 49.14687719828299], [10.886555623666634, 49.14697292061861], [10.886524052756364, 49.14693374452312], [10.886509112245053, 49.14691520493437], [10.88650488238513, 49.14690995612421], [10.886441526614268, 49.14683133813772], [10.886138067374167, 49.146579283833425], [10.885857646479918, 49.146482924377004], [10.885400412697912, 49.146187994300426], [10.885376900000002, 49.14617089667275], [10.885137099999994, 49.145950496672675], [10.885926921676697, 49.1458865315478]]","LINESTRING (10.886831282999243 49.14687219828299, 10.886831282999243 49.14687719828299, 10.886555623666634 49.14697292061861, 10.886524052756364 49.14693374452312, 10.886509112245053 49.14691520493437, 10.88650488238513 49.14690995612421, 10.886441526614268 49.14683133813772, 10.886138067374167 49.146579283833425, 10.885857646479918 49.146482924377004, 10.885400412697912 49.146187994300426, 10.885376900000002 49.14617089667275, 10.885137099999994 49.145950496672675, 10.885926921676697 49.1458865315478)",3,Line to 1986,NYY 4x35 SE,0,48,0.238653402481764,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
54,"[[10.88533705621934, 49.146468173049634], [10.88546400003847, 49.14650604337576]]","LINESTRING (10.88533705621934 49.146468173049634, 10.88546400003847 49.14650604337576)",3,Line to 667,NYY 4x16 SE,34,73,0.011323476137628,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
55,"[[10.885332519162, 49.14633903514489], [10.885135409470744, 49.14635343231298]]","LINESTRING (10.885332519162 49.14633903514489, 10.885135409470744 49.14635343231298)",3,Line to 1694,NYY 4x16 SE,32,100,0.013920602599455,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
56,"[[10.884635248751446, 49.146649635484266], [10.88458457260739, 49.14650048741493]]","LINESTRING (10.884635248751446 49.146649635484266, 10.88458457260739 49.14650048741493)",3,Line to 1812,NYY 4x16 SE,51,103,0.015754037964902,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
57,"[[10.88533705621934, 49.146468173049634], [10.884635248751446, 49.146649635484266]]","LINESTRING (10.88533705621934 49.146468173049634, 10.884635248751446 49.146649635484266)",3,Line to 1813,NYY 4x35 SE,34,51,0.056292111051203,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
58,"[[10.885332519162, 49.14633903514489], [10.88533705621934, 49.146468173049634]]","LINESTRING (10.885332519162 49.14633903514489, 10.88533705621934 49.146468173049634)",3,Line to 668,NYY 4x35 SE,32,34,0.015029471820229,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
59,"[[10.886836282999242, 49.14687219828299], [10.886836282999242, 49.146882198282995], [10.886560623666634, 49.14697792061861], [10.886529052756364, 49.14693874452312], [10.886514112245052, 49.146920204934375], [10.88650988238513, 49.14691495612421], [10.886446526614268, 49.146836338137724], [10.886143067374167, 49.14658428383343], [10.885862646479918, 49.146487924377006], [10.885405412697912, 49.14619299430043], [10.885381900000002, 49.14617589667275], [10.885332519162, 49.14633903514489]]","LINESTRING (10.886836282999242 49.14687219828299, 10.886836282999242 49.146882198282995, 10.886560623666634 49.14697792061861, 10.886529052756364 49.14693874452312, 10.886514112245052 49.146920204934375, 10.88650988238513 49.14691495612421, 10.886446526614268 49.146836338137724, 10.886143067374167 49.14658428383343, 10.885862646479918 49.146487924377006, 10.885405412697912 49.14619299430043, 10.885381900000002 49.14617589667275, 10.885332519162 49.14633903514489)",3,Line to 1695,NYY 4x35 SE,0,32,0.169823941223789,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
60,"[[10.885389605240722, 49.145932497912405], [10.885398530829947, 49.14600687441615]]","LINESTRING (10.885389605240722 49.145932497912405, 10.885398530829947 49.14600687441615)",3,Line to 671,NYY 4x16 SE,38,75,0.010089946159741,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
61,"[[10.885663583238562, 49.14590086475488], [10.885616943079835, 49.145767671619154]]","LINESTRING (10.885663583238562 49.14590086475488, 10.885616943079835 49.145767671619154)",3,Line to 692,NYY 4x16 SE,44,83,0.013343137999984,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
62,"[[10.885389605240722, 49.145932497912405], [10.885663583238562, 49.14590086475488]]","LINESTRING (10.885389605240722 49.145932497912405, 10.885663583238562 49.14590086475488)",3,Line to 693,NYY 4x16 SE,38,44,0.020299984165956,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
63,"[[10.886841282999242, 49.14687219828299], [10.886841282999242, 49.14688719828299], [10.886565623666634, 49.146982920618605], [10.886534052756364, 49.146943744523114], [10.886519112245052, 49.14692520493437], [10.88651488238513, 49.14691995612421], [10.886451526614268, 49.14684133813772], [10.886148067374167, 49.14658928383342], [10.885867646479918, 49.146492924377], [10.885410412697912, 49.14619799430042], [10.885386900000002, 49.146180896672746], [10.885147099999994, 49.14596049667267], [10.885389605240722, 49.145932497912405]]","LINESTRING (10.886841282999242 49.14687219828299, 10.886841282999242 49.14688719828299, 10.886565623666634 49.146982920618605, 10.886534052756364 49.146943744523114, 10.886519112245052 49.14692520493437, 10.88651488238513 49.14691995612421, 10.886451526614268 49.14684133813772, 10.886148067374167 49.14658928383342, 10.885867646479918 49.146492924377, 10.885410412697912 49.14619799430042, 10.885386900000002 49.146180896672746, 10.885147099999994 49.14596049667267, 10.885389605240722 49.145932497912405)",3,Line to 672,NYY 4x16 SE,0,38,0.198391886127094,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
64,"[[10.885010739596437, 49.146592957136775], [10.88506624808919, 49.14669520936475]]","LINESTRING (10.885010739596437 49.146592957136775, 10.88506624808919 49.14669520936475)",3,Line to 1879,NYY 4x16 SE,43,104,0.014668170042178,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
65,"[[10.885220265559452, 49.14653718431104], [10.885347550046633, 49.14675564339289]]","LINESTRING (10.885220265559452 49.14653718431104, 10.885347550046633 49.14675564339289)",3,Line to 1883,NYY 4x16 SE,36,105,0.028611037787892,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
66,"[[10.885220265559452, 49.14653718431104], [10.885010739596437, 49.146592957136775]]","LINESTRING (10.885220265559452 49.14653718431104, 10.885010739596437 49.146592957136775)",3,Line to 1880,NYY 4x16 SE,36,43,0.016498484819362,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
67,"[[10.886846282999242, 49.14687219828299], [10.886846282999242, 49.14689219828299], [10.886570623666634, 49.146987920618606], [10.886539052756364, 49.146948744523115], [10.886524112245052, 49.14693020493437], [10.88651988238513, 49.14692495612421], [10.886456526614268, 49.14684633813772], [10.886153067374167, 49.14659428383342], [10.885872646479918, 49.146497924377], [10.885415412697911, 49.146202994300424], [10.885391900000002, 49.14618589667275], [10.885220265559452, 49.14653718431104]]","LINESTRING (10.886846282999242 49.14687219828299, 10.886846282999242 49.14689219828299, 10.886570623666634 49.146987920618606, 10.886539052756364 49.146948744523115, 10.886524112245052 49.14693020493437, 10.88651988238513 49.14692495612421, 10.886456526614268 49.14684633813772, 10.886153067374167 49.14659428383342, 10.885872646479918 49.146497924377, 10.885415412697911 49.146202994300424, 10.885391900000002 49.14618589667275, 10.885220265559452 49.14653718431104)",3,Line to 1884,NYY 4x16 SE,0,36,0.196836735106141,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
68,"[[10.88791803772369, 49.14776176613112], [10.887821779780918, 49.14781127688846]]","LINESTRING (10.88791803772369 49.14776176613112, 10.887821779780918 49.14781127688846)",3,Line to 639,NYY 4x16 SE,29,61,0.009780246144119,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
69,"[[10.888108038626159, 49.14784001984897], [10.888184197054821, 49.14770924280077]]","LINESTRING (10.888108038626159 49.14784001984897, 10.888184197054821 49.14770924280077)",3,Line to 650,NYY 4x16 SE,33,65,0.013884211778938,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
70,"[[10.887778292867448, 49.14770421048738], [10.887826899851293, 49.14760224340285]]","LINESTRING (10.887778292867448 49.14770421048738, 10.887826899851293 49.14760224340285)",3,Line to 1589,NYY 4x16 SE,26,98,0.010102667779882,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
71,"[[10.88669348728301, 49.14713182625733], [10.886871250715467, 49.14701958614454]]","LINESTRING (10.88669348728301 49.14713182625733, 10.886871250715467 49.14701958614454)",3,Line to 1669,NYY 4x16 SE,7,99,0.01769064995937,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
72,"[[10.88791803772369, 49.14776176613112], [10.888108038626159, 49.14784001984897]]","LINESTRING (10.88791803772369 49.14776176613112, 10.888108038626159 49.14784001984897)",3,Line to 651,NYY 4x35 SE,29,33,0.016370414249561,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
73,"[[10.887778292867448, 49.14770421048738], [10.88791803772369, 49.14776176613112]]","LINESTRING (10.887778292867448 49.14770421048738, 10.88791803772369 49.14776176613112)",3,Line to 640,NYY 4x35 SE,26,29,0.012040403456001,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
74,"[[10.88669348728301, 49.14713182625733], [10.886735400000006, 49.14717379667301], [10.887494999999998, 49.14756099667311], [10.887639000000004, 49.147672696673084], [10.887778292867448, 49.14770421048738]]","LINESTRING (10.88669348728301 49.14713182625733, 10.886735400000006 49.14717379667301, 10.887494999999998 49.14756099667311, 10.887639000000004 49.147672696673084, 10.887778292867448 49.14770421048738)",3,Line to 1590,NYY 4x35 SE,7,26,0.103860207945138,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
75,"[[10.886851282999244, 49.14687219828299], [10.886851282999244, 49.14689719828299], [10.886575623666635, 49.14699292061861], [10.88669348728301, 49.14713182625733]]","LINESTRING (10.886851282999244 49.14687219828299, 10.886851282999244 49.14689719828299, 10.886575623666635 49.14699292061861, 10.88669348728301 49.14713182625733)",3,Line to 1670,NYY 4x35 SE,0,7,0.040449087842217,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
76,"[[10.887372524927576, 49.147901769002], [10.887490384613937, 49.147987947679205]]","LINESTRING (10.887372524927576 49.147901769002, 10.887490384613937 49.147987947679205)",3,Line to 1720,NYY 4x16 SE,31,101,0.016832629456901,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
77,"[[10.886856282999243, 49.14687219828299], [10.886856282999243, 49.146902198282994], [10.886580623666635, 49.14699792061861], [10.88669848728301, 49.14713682625733], [10.886740400000006, 49.14717879667301], [10.887499999999998, 49.14756599667311], [10.887644000000003, 49.147677696673085], [10.887372524927576, 49.147901769002]]","LINESTRING (10.886856282999243 49.14687219828299, 10.886856282999243 49.146902198282994, 10.886580623666635 49.14699792061861, 10.88669848728301 49.14713682625733, 10.886740400000006 49.14717879667301, 10.887499999999998 49.14756599667311, 10.887644000000003 49.147677696673085, 10.887372524927576 49.147901769002)",3,Line to 1721,NYY 4x16 SE,0,31,0.166355034527793,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
78,"[[10.8860811, 49.146560396672804], [10.886116141472309, 49.146417508085456]]","LINESTRING (10.8860811 49.146560396672804, 10.886116141472309 49.146417508085456)",3,Line to 657,NYY 4x16 SE,23,68,0.013038151297871,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
79,"[[10.88573494505149, 49.14643943825026], [10.885892533720888, 49.146290340452545]]","LINESTRING (10.88573494505149 49.14643943825026, 10.885892533720888 49.146290340452545)",3,Line to 659,NYY 4x16 SE,30,69,0.018930835620819,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
80,"[[10.886490044545138, 49.146884317012834], [10.886316449995396, 49.14689744335549]]","LINESTRING (10.886490044545138 49.146884317012834, 10.886316449995396 49.14689744335549)",3,Line to 661,NYY 4x16 SE,14,70,0.011441096884866,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
81,"[[10.886157650721275, 49.14660342830628], [10.886045699997211, 49.14662739336321]]","LINESTRING (10.886157650721275 49.14660342830628, 10.886045699997211 49.14662739336321)",3,Line to 679,NYY 4x16 SE,19,79,0.008631283813371,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
82,"[[10.886123605429567, 49.146584290363826], [10.886294531385875, 49.146391494539834]]","LINESTRING (10.886123605429567 49.146584290363826, 10.886294531385875 49.146391494539834)",3,Line to 681,NYY 4x16 SE,21,80,0.023098066136737,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
83,"[[10.886217728172785, 49.146637199692506], [10.886284797039783, 49.14652398697426]]","LINESTRING (10.886217728172785 49.146637199692506, 10.886284797039783 49.14652398697426)",3,Line to 683,NYY 4x16 SE,18,81,0.011448729531957,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
84,"[[10.8860811, 49.146560396672804], [10.88573494505149, 49.14643943825026]]","LINESTRING (10.8860811 49.146560396672804, 10.88573494505149 49.14643943825026)",3,Line to 660,NYY 4x16 SE,23,30,0.029288469118564,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
85,"[[10.886123605429567, 49.146584290363826], [10.8860811, 49.146560396672804]]","LINESTRING (10.886123605429567 49.146584290363826, 10.8860811 49.146560396672804)",3,Line to 658,NYY 4x16 SE,21,23,0.004084499056481,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
86,"[[10.886157650721275, 49.14660342830628], [10.886123605429567, 49.146584290363826]]","LINESTRING (10.886157650721275 49.14660342830628, 10.886123605429567 49.146584290363826)",3,Line to 682,NYY 4x16 SE,19,21,0.003271476899235,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
87,"[[10.886217728172785, 49.146637199692506], [10.886157650721275, 49.14660342830628]]","LINESTRING (10.886217728172785 49.146637199692506, 10.886157650721275 49.14660342830628)",3,Line to 680,NYY 4x16 SE,18,19,0.005772950465932,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
88,"[[10.886490044545138, 49.146884317012834], [10.886217728172785, 49.146637199692506]]","LINESTRING (10.886490044545138 49.146884317012834, 10.886217728172785 49.146637199692506)",3,Line to 684,NYY 4x16 SE,14,18,0.0344803654153,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
89,"[[10.886861282999243, 49.14687219828299], [10.886861282999243, 49.14690719828299], [10.886585623666635, 49.147002920618604], [10.88670348728301, 49.147141826257325], [10.886745400000006, 49.147183796673005], [10.886490044545138, 49.146884317012834]]","LINESTRING (10.886861282999243 49.14687219828299, 10.886861282999243 49.14690719828299, 10.886585623666635 49.147002920618604, 10.88670348728301 49.147141826257325, 10.886745400000006 49.147183796673005, 10.886490044545138 49.146884317012834)",3,Line to 662,NYY 4x16 SE,0,14,0.084221623579862,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
90,"[[10.887539699999998, 49.147825596673165], [10.887701849895029, 49.14790304337789]]","LINESTRING (10.887539699999998 49.147825596673165, 10.887701849895029 49.14790304337789)",3,Line to 645,NYY 4x16 SE,28,63,0.019703048086421,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
