,coords,geometry,net,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service,plz
50,"[[10.889086795997647, 49.145219317659], [10.889213184441518, 49.1453244418368]]","LINESTRING (10.889086795997647 49.145219317659, 10.889213184441518 49.1453244418368)",15,Line to 1790,NYY 4x16 SE,53,88,0.016216175227351,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
51,"[[10.883441639379711, 49.14533450831071], [10.883495680079987, 49.14524072255362]]","LINESTRING (10.883441639379711 49.14533450831071, 10.883495680079987 49.14524072255362)",15,Line to 1798,NYY 4x16 SE,14,89,0.010421394940037,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
52,"[[10.883721552134524, 49.14541177798286], [10.884018466585657, 49.14549050348201], [10.884164400000005, 49.14552919667254], [10.884232997103133, 49.1455603419093], [10.884418870785183, 49.145644733979786], [10.884459087999266, 49.14566299368819], [10.884505130858427, 49.14568389836326], [10.884539729408845, 49.14569960699533], [10.884652247144992, 49.145750215788375], [10.884837005312342, 49.145827642188586], [10.884855608146479, 49.14583543802707], [10.884872642826531, 49.14584257669863], [10.884898046145564, 49.145853222381554], [10.884941967817753, 49.14587162846344], [10.885059448349825, 49.14592086041327], [10.885142099999994, 49.14595549667268], [10.885931921676697, 49.145891531547804], [10.885961860888106, 49.14589117150282], [10.88614953571585, 49.14588891436799], [10.8862740448658, 49.14588632002244], [10.886341096256926, 49.14587444676522], [10.886750799999996, 49.14580189667261], [10.887791999999996, 49.14567769667257], [10.888901000000004, 49.145318696672476], [10.888978300000003, 49.14527469667247], [10.889086795997647, 49.145219317659]]","LINESTRING (10.883721552134524 49.14541177798286, 10.884018466585657 49.14549050348201, 10.884164400000005 49.14552919667254, 10.884232997103133 49.1455603419093, 10.884418870785183 49.145644733979786, 10.884459087999266 49.14566299368819, 10.884505130858427 49.14568389836326, 10.884539729408845 49.14569960699533, 10.884652247144992 49.145750215788375, 10.884837005312342 49.145827642188586, 10.884855608146479 49.14583543802707, 10.884872642826531 49.14584257669863, 10.884898046145564 49.145853222381554, 10.884941967817753 49.14587162846344, 10.885059448349825 49.14592086041327, 10.885142099999994 49.14595549667268, 10.885931921676697 49.145891531547804, 10.885961860888106 49.14589117150282, 10.88614953571585 49.14588891436799, 10.8862740448658 49.14588632002244, 10.886341096256926 49.14587444676522, 10.886750799999996 49.14580189667261, 10.887791999999996 49.14567769667257, 10.888901000000004 49.145318696672476, 10.888978300000003 49.14527469667247, 10.889086795997647 49.145219317659)",15,Line to 1791,NYY 4x95 SE,19,53,0.42521497185725,0.193,0.082,0.0,0.0,0.28,1.0,1,,True,91720
53,"[[10.88366463655371, 49.14539668695968], [10.883721552134524, 49.14541177798286]]","LINESTRING (10.88366463655371 49.14539668695968, 10.883721552134524 49.14541177798286)",15,Line to 717,NYY 4x95 SE,17,19,0.00447994750509,0.193,0.082,0.0,0.0,0.28,1.0,1,,True,91720
54,"[[10.883493402970986, 49.145351284574694], [10.88366463655371, 49.14539668695968]]","LINESTRING (10.883493402970986 49.145351284574694, 10.88366463655371 49.14539668695968)",15,Line to 2,NYY 4x95 SE,16,17,0.013478179390008,0.193,0.082,0.0,0.0,0.28,1.0,1,,True,91720
55,"[[10.883441639379711, 49.14533450831071], [10.883493402970986, 49.145351284574694]]","LINESTRING (10.883441639379711 49.14533450831071, 10.883493402970986 49.145351284574694)",15,Line to 721,NYY 4x95 SE,14,16,0.004214292445499,0.193,0.082,0.0,0.0,0.28,1.0,1,,True,91720
56,"[[10.883335016208251, 49.14529941124051], [10.883441639379711, 49.14533450831071]]","LINESTRING (10.883335016208251 49.14529941124051, 10.883441639379711 49.14533450831071)",15,Line to 1799,NYY 4x95 SE,12,14,0.008705451912372,0.193,0.082,0.0,0.0,0.28,1.0,1,,True,91720
57,"[[10.883221782540929, 49.145262138031576], [10.883335016208251, 49.14529941124051]]","LINESTRING (10.883221782540929 49.145262138031576, 10.883335016208251 49.14529941124051)",15,Line to 688,NYY 4x95 SE,10,12,0.009245192083226,0.193,0.082,0.0,0.0,0.28,1.0,1,,True,91720
58,"[[10.883217099999996, 49.14526059667245], [10.883221782540929, 49.145262138031576]]","LINESTRING (10.883217099999996 49.14526059667245, 10.883221782540929 49.145262138031576)",15,Line to 690,NYY 4x95 SE,9,10,0.000382315839795,0.193,0.082,0.0,0.0,0.28,1.0,1,,True,91720
59,"[[10.88311490675296, 49.14521785338039], [10.883217099999996, 49.14526059667245]]","LINESTRING (10.88311490675296 49.14521785338039, 10.883217099999996 49.14526059667245)",15,Line to 691,NYY 4x95 SE,8,9,0.008844131335549,0.193,0.082,0.0,0.0,0.28,1.0,1,,True,91720
60,"[[10.882958157621283, 49.14515229124606], [10.88311490675296, 49.14521785338039]]","LINESTRING (10.882958157621283 49.14515229124606, 10.88311490675296 49.14521785338039)",15,Line to 705,NYY 4x95 SE,5,8,0.013565602517701,0.193,0.082,0.0,0.0,0.28,1.0,1,,True,91720
61,"[[10.882939040532879, 49.14487730266459], [10.882939040532879, 49.14488730266459], [10.882679399999999, 49.14503569667238], [10.882958157621283, 49.14515229124606]]","LINESTRING (10.882939040532879 49.14487730266459, 10.882939040532879 49.14488730266459, 10.882679399999999 49.14503569667238, 10.882958157621283 49.14515229124606)",15,Line to 703,NYY 4x95 SE,0,5,0.049246593860411,0.193,0.082,0.0,0.0,0.28,1.0,1,,True,91720
62,"[[10.887726510904674, 49.14544639737994], [10.887764100124686, 49.14547674338106]]","LINESTRING (10.887726510904674 49.14544639737994, 10.887764100124686 49.14547674338106)",15,Line to 416,NYY 4x16 SE,48,57,0.00633693705287,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
63,"[[10.888090499999997, 49.14516479667242], [10.888023471676783, 49.144996189749286]]","LINESTRING (10.888090499999997 49.14516479667242, 10.888023471676783 49.144996189749286)",15,Line to 2126,NYY 4x16 SE,50,100,0.017496596633804,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
64,"[[10.887726510904674, 49.14544639737994], [10.888090499999997, 49.14516479667242]]","LINESTRING (10.887726510904674 49.14544639737994, 10.888090499999997 49.14516479667242)",15,Line to 2127,NYY 4x35 SE,48,50,0.041452991321501,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
65,"[[10.882944040532879, 49.14487730266459], [10.882944040532879, 49.14489230266459], [10.882684399999999, 49.145040696672375], [10.882963157621283, 49.14515729124606], [10.88311990675296, 49.14522285338038], [10.883222099999996, 49.145265596672445], [10.883226782540929, 49.14526713803157], [10.883340016208251, 49.1453044112405], [10.883446639379711, 49.145339508310705], [10.883498402970986, 49.14535628457469], [10.88366963655371, 49.14540168695967], [10.883726552134524, 49.14541677798285], [10.884023466585656, 49.145495503482], [10.884169400000005, 49.145534196672536], [10.884237997103133, 49.1455653419093], [10.884423870785183, 49.14564973397978], [10.884464087999266, 49.145667993688186], [10.884510130858427, 49.145688898363254], [10.884544729408844, 49.145704606995324], [10.884657247144991, 49.14575521578837], [10.884842005312342, 49.14583264218858], [10.884860608146479, 49.145840438027065], [10.884877642826531, 49.14584757669862], [10.884903046145563, 49.14585822238155], [10.884946967817752, 49.145876628463434], [10.885064448349825, 49.145925860413264], [10.885147099999994, 49.14596049667267], [10.885936921676697, 49.1458965315478], [10.885966860888106, 49.14589617150281], [10.88615453571585, 49.14589391436798], [10.8862790448658, 49.145891320022436], [10.886346096256926, 49.145879446765214], [10.886755799999996, 49.1458068966726], [10.886707799999996, 49.14573799667261], [10.887726510904674, 49.14544639737994]]","LINESTRING (10.882944040532879 49.14487730266459, 10.882944040532879 49.14489230266459, 10.882684399999999 49.145040696672375, 10.882963157621283 49.14515729124606, 10.88311990675296 49.14522285338038, 10.883222099999996 49.145265596672445, 10.883226782540929 49.14526713803157, 10.883340016208251 49.1453044112405, 10.883446639379711 49.145339508310705, 10.883498402970986 49.14535628457469, 10.88366963655371 49.14540168695967, 10.883726552134524 49.14541677798285, 10.884023466585656 49.145495503482, 10.884169400000005 49.145534196672536, 10.884237997103133 49.1455653419093, 10.884423870785183 49.14564973397978, 10.884464087999266 49.145667993688186, 10.884510130858427 49.145688898363254, 10.884544729408844 49.145704606995324, 10.884657247144991 49.14575521578837, 10.884842005312342 49.14583264218858, 10.884860608146479 49.145840438027065, 10.884877642826531 49.14584757669862, 10.884903046145563 49.14585822238155, 10.884946967817752 49.145876628463434, 10.885064448349825 49.145925860413264, 10.885147099999994 49.14596049667267, 10.885936921676697 49.1458965315478, 10.885966860888106 49.14589617150281, 10.88615453571585 49.14589391436798, 10.8862790448658 49.145891320022436, 10.886346096256926 49.145879446765214, 10.886755799999996 49.1458068966726, 10.886707799999996 49.14573799667261, 10.887726510904674 49.14544639737994)",15,Line to 417,NYY 4x35 SE,0,48,0.442011297940225,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
66,"[[10.887694852442598, 49.14546971436665], [10.88756541005394, 49.14535534528631]]","LINESTRING (10.887694852442598 49.14546971436665, 10.88756541005394 49.14535534528631)",15,Line to 609,NYY 4x16 SE,47,58,0.013187715890971,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
67,"[[10.887963316786125, 49.145292640217676], [10.887801801949488, 49.145207050708386]]","LINESTRING (10.887963316786125 49.145292640217676, 10.887801801949488 49.145207050708386)",15,Line to 1832,NYY 4x16 SE,49,93,0.012643875562804,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
68,"[[10.887357641007931, 49.14558549925325], [10.887267954177767, 49.14544252552011]]","LINESTRING (10.887357641007931 49.14558549925325, 10.887267954177767 49.14544252552011)",15,Line to 2137,NYY 4x16 SE,46,101,0.014589034211992,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
69,"[[10.887694852442598, 49.14546971436665], [10.887963316786125, 49.145292640217676]]","LINESTRING (10.887694852442598 49.14546971436665, 10.887963316786125 49.145292640217676)",15,Line to 1833,NYY 4x70 SE,47,49,0.028095263478892,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
70,"[[10.887357641007931, 49.14558549925325], [10.887694852442598, 49.14546971436665]]","LINESTRING (10.887357641007931 49.14558549925325, 10.887694852442598 49.14546971436665)",15,Line to 610,NYY 4x70 SE,46,47,0.028067157244892,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
71,"[[10.882949040532878, 49.14487730266459], [10.882949040532878, 49.14489730266459], [10.882689399999999, 49.145045696672376], [10.882968157621283, 49.14516229124606], [10.88312490675296, 49.14522785338038], [10.883227099999996, 49.14527059667245], [10.883231782540928, 49.14527213803157], [10.883345016208251, 49.145309411240504], [10.883451639379711, 49.14534450831071], [10.883503402970986, 49.14536128457469], [10.88367463655371, 49.145406686959674], [10.883731552134524, 49.145421777982854], [10.884028466585656, 49.145500503482005], [10.884174400000004, 49.14553919667254], [10.884242997103133, 49.1455703419093], [10.884428870785182, 49.14565473397978], [10.884469087999266, 49.14567299368819], [10.884515130858427, 49.145693898363255], [10.884549729408844, 49.145709606995325], [10.884662247144991, 49.14576021578837], [10.884847005312341, 49.14583764218858], [10.884865608146479, 49.14584543802707], [10.88488264282653, 49.14585257669862], [10.884908046145563, 49.14586322238155], [10.884951967817752, 49.145881628463435], [10.885069448349824, 49.145930860413266], [10.885152099999994, 49.14596549667267], [10.885394605240721, 49.145937497912406], [10.885668583238562, 49.14590586475488], [10.886760799999996, 49.145811896672605], [10.886712799999996, 49.14574299667261], [10.887357641007931, 49.14558549925325]]","LINESTRING (10.882949040532878 49.14487730266459, 10.882949040532878 49.14489730266459, 10.882689399999999 49.145045696672376, 10.882968157621283 49.14516229124606, 10.88312490675296 49.14522785338038, 10.883227099999996 49.14527059667245, 10.883231782540928 49.14527213803157, 10.883345016208251 49.145309411240504, 10.883451639379711 49.14534450831071, 10.883503402970986 49.14536128457469, 10.88367463655371 49.145406686959674, 10.883731552134524 49.145421777982854, 10.884028466585656 49.145500503482005, 10.884174400000004 49.14553919667254, 10.884242997103133 49.1455703419093, 10.884428870785182 49.14565473397978, 10.884469087999266 49.14567299368819, 10.884515130858427 49.145693898363255, 10.884549729408844 49.145709606995325, 10.884662247144991 49.14576021578837, 10.884847005312341 49.14583764218858, 10.884865608146479 49.14584543802707, 10.88488264282653 49.14585257669862, 10.884908046145563 49.14586322238155, 10.884951967817752 49.145881628463435, 10.885069448349824 49.145930860413266, 10.885152099999994 49.14596549667267, 10.885394605240721 49.145937497912406, 10.885668583238562 49.14590586475488, 10.886760799999996 49.145811896672605, 10.886712799999996 49.14574299667261, 10.887357641007931 49.14558549925325)",15,Line to 2138,NYY 4x70 SE,0,46,0.410582298449913,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
72,"[[10.886496676391667, 49.14543930631098], [10.886212849997838, 49.14545774332409]]","LINESTRING (10.886496676391667 49.14543930631098, 10.886212849997838 49.14545774332409)",15,Line to 1689,NYY 4x16 SE,41,82,0.019494863584773,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
73,"[[10.886283896140128, 49.14500710796168], [10.885984189802118, 49.145090918440225]]","LINESTRING (10.886283896140128 49.14500710796168, 10.885984189802118 49.145090918440225)",15,Line to 1722,NYY 4x16 SE,35,86,0.023412619614494,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
74,"[[10.887209000000002, 49.145275996672495], [10.88737849913014, 49.14513726342717]]","LINESTRING (10.887209000000002 49.145275996672495, 10.88737849913014 49.14513726342717)",15,Line to 1874,NYY 4x16 SE,45,95,0.019007803220266,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
75,"[[10.886496676391667, 49.14543930631098], [10.886582899999997, 49.14555439667256], [10.887209000000002, 49.145275996672495]]","LINESTRING (10.886496676391667 49.14543930631098, 10.886582899999997 49.14555439667256, 10.887209000000002 49.145275996672495)",15,Line to 139,NYY 4x70 SE,41,45,0.07171764115245,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
76,"[[10.886283896140128, 49.14500710796168], [10.886286000000004, 49.145009396672414], [10.886455100000001, 49.14533249667248], [10.886496676391667, 49.14543930631098]]","LINESTRING (10.886283896140128 49.14500710796168, 10.886286000000004 49.145009396672414, 10.886455100000001 49.14533249667248, 10.886496676391667 49.14543930631098)",15,Line to 1690,NYY 4x70 SE,35,41,0.051030513341429,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
77,"[[10.88295404053288, 49.14487730266459], [10.88295404053288, 49.14490230266459], [10.883067399999998, 49.14479019667235], [10.883151099999996, 49.14475229667235], [10.883749300000007, 49.144684496672305], [10.884909099999996, 49.14455899667223], [10.886283896140128, 49.14500710796168]]","LINESTRING (10.88295404053288 49.14487730266459, 10.88295404053288 49.14490230266459, 10.883067399999998 49.14479019667235, 10.883151099999996 49.14475229667235, 10.883749300000007 49.144684496672305, 10.884909099999996 49.14455899667223, 10.886283896140128 49.14500710796168)",15,Line to 1723,NYY 4x70 SE,0,35,0.276028299352206,0.268,0.082,0.0,0.0,0.232,1.0,1,,True,91720
78,"[[10.886800206219881, 49.14519221871108], [10.886854000417099, 49.145246743554495]]","LINESTRING (10.886800206219881 49.14519221871108, 10.886854000417099 49.145246743554495)",15,Line to 1971,NYY 4x16 SE,44,96,0.011213363573175,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
79,"[[10.88295904053288, 49.14487730266459], [10.88295904053288, 49.14490730266459], [10.883072399999998, 49.144795196672355], [10.883156099999995, 49.14475729667235], [10.883754300000007, 49.14468949667231], [10.884914099999996, 49.14456399667223], [10.886288896140128, 49.14501210796168], [10.886291000000003, 49.145014396672416], [10.8864601, 49.14533749667248], [10.886800206219881, 49.14519221871108]]","LINESTRING (10.88295904053288 49.14487730266459, 10.88295904053288 49.14490730266459, 10.883072399999998 49.144795196672355, 10.883156099999995 49.14475729667235, 10.883754300000007 49.14468949667231, 10.884914099999996 49.14456399667223, 10.886288896140128 49.14501210796168, 10.886291000000003 49.145014396672416, 10.8864601 49.14533749667248, 10.886800206219881 49.14519221871108)",15,Line to 1972,NYY 4x35 SE,0,44,0.344411199609806,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
80,"[[10.882924303885181, 49.14286325222022], [10.882796849929694, 49.14271634335612]]","LINESTRING (10.882924303885181 49.14286325222022, 10.882796849929694 49.14271634335612)",15,Line to 1698,NYY 4x16 SE,43,83,0.01415561092602,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
81,"[[10.88262080237419, 49.142982424809894], [10.882469697375733, 49.142828284255934]]","LINESTRING (10.88262080237419 49.142982424809894, 10.882469697375733 49.142828284255934)",15,Line to 1820,NYY 4x16 SE,40,91,0.015726436185964,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
82,"[[10.88262080237419, 49.142982424809894], [10.882924303885181, 49.14286325222022]]","LINESTRING (10.88262080237419 49.142982424809894, 10.882924303885181 49.14286325222022)",15,Line to 1699,NYY 4x35 SE,40,43,0.025824201228404,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
83,"[[10.88296404053288, 49.14487730266459], [10.88296404053288, 49.144912302664586], [10.8827044, 49.145060696672374], [10.882676999999994, 49.14504899667241], [10.882330349276844, 49.14483488157025], [10.882191296322157, 49.14474899215971], [10.881988274092716, 49.14462358972779], [10.881897299999997, 49.144567396672215], [10.881694442438825, 49.14448698706965], [10.881611764410753, 49.14445421459508], [10.881565300000004, 49.144435796672234], [10.881671700000007, 49.1442066966722], [10.8817053504621, 49.14413419390486], [10.8817450831383, 49.14404858620512], [10.881759487529793, 49.144017550543914], [10.88179329800429, 49.14394470243033], [10.881855737151543, 49.143810170330525], [10.881870032749152, 49.143779368764456], [10.881914405444027, 49.14368376225674], [10.881920305388544, 49.14367468890409], [10.881943728157573, 49.14363998940457], [10.881995599432589, 49.14356314487046], [10.882012700002281, 49.14353781122838], [10.882036807781693, 49.14350209670545], [10.882057971560238, 49.14347074353202], [10.882062748394086, 49.14346366686429], [10.882088910197, 49.143424909272525], [10.882103068049885, 49.14340393499115], [10.882116409220142, 49.14338417057371], [10.882157357668193, 49.14332350695425], [10.882169852445596, 49.14330499636839], [10.882400245290675, 49.143107924064815], [10.882476000000004, 49.14307949667186], [10.88262080237419, 49.142982424809894]]","LINESTRING (10.88296404053288 49.14487730266459, 10.88296404053288 49.144912302664586, 10.8827044 49.145060696672374, 10.882676999999994 49.14504899667241, 10.882330349276844 49.14483488157025, 10.882191296322157 49.14474899215971, 10.881988274092716 49.14462358972779, 10.881897299999997 49.144567396672215, 10.881694442438825 49.14448698706965, 10.881611764410753 49.14445421459508, 10.881565300000004 49.144435796672234, 10.881671700000007 49.1442066966722, 10.8817053504621 49.14413419390486, 10.8817450831383 49.14404858620512, 10.881759487529793 49.144017550543914, 10.88179329800429 49.14394470243033, 10.881855737151543 49.143810170330525, 10.881870032749152 49.143779368764456, 10.881914405444027 49.14368376225674, 10.881920305388544 49.14367468890409, 10.881943728157573 49.14363998940457, 10.881995599432589 49.14356314487046, 10.882012700002281 49.14353781122838, 10.882036807781693 49.14350209670545, 10.882057971560238 49.14347074353202, 10.882062748394086 49.14346366686429, 10.882088910197 49.143424909272525, 10.882103068049885 49.14340393499115, 10.882116409220142 49.14338417057371, 10.882157357668193 49.14332350695425, 10.882169852445596 49.14330499636839, 10.882400245290675 49.143107924064815, 10.882476000000004 49.14307949667186, 10.88262080237419 49.142982424809894)",15,Line to 1821,NYY 4x35 SE,0,40,0.316848131798901,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
